auto_id,event_id,latitude,odometer,longitude,timestamp,fuel_level,door_status,EventMessage,engine_speed,vehicle_speed,EventCategoryID,headlamp_status,ignition_status,high_beam_status,brake_pedal_status,gear_lever_position,parking_brake_status,steering_wheel_angle,torque_at_transmission,windshield_wiper_status,accelerator_pedal_position,transmission_gear_position,fuel_consumed_since_restart,event_date,speed_category,driving_mode,fuel_alert,is_braking,is_accelerating,created_at,updated_at
2,27,40.77383,13967.229,-73.960243,2017-12-27 22:36:29.131,85.652451,rear_left,batch,1228,25.449999,2,True,off,True,True,drive,True,-3.199951,-2,True,0.0,third,7.896188,2017-12-27,slow,driving,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,28,40.774017,13967.263,-73.960663,2017-12-27 22:36:39.140,85.652451,rear_left,batch,846,6.27,2,True,off,True,True,drive,True,-20.0,8,True,0.0,first,7.899927,2017-12-27,slow,driving,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,29,40.774231,13967.313,-73.961151,2017-12-27 22:36:49.141,85.652451,rear_left,batch,836,13.77,2,True,off,True,True,drive,True,-5.400024,14,True,0.0,third,7.913,2017-12-27,slow,driving,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,30,40.774246,13967.315,-73.961258,2017-12-27 22:36:59.142,85.652451,rear_left,batch,762,0.0,2,True,off,True,True,drive,True,-17.0,18,True,0.0,first,7.916793,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,31,40.774246,13967.315,-73.961258,2017-12-27 22:37:09.150,85.326363,rear_left,batch,768,0.0,2,True,off,True,True,drive,True,-17.0,17,True,0.0,first,7.920688,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,32,40.774246,13967.315,-73.961258,2017-12-27 22:37:19.154,84.891579,rear_left,batch,780,0.0,2,True,off,True,True,drive,True,-17.0,17,True,0.0,first,7.924583,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,33,40.774246,13967.315,-73.961258,2017-12-27 22:37:29.156,84.456795,rear_left,batch,782,0.0,2,True,off,True,True,drive,True,-17.0,14,True,0.0,first,7.928452,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,34,40.774246,13967.315,-73.961258,2017-12-27 22:37:39.161,83.913315,rear_left,batch,1400,0.0,2,True,off,True,False,drive,True,-17.0,64,True,13.8,first,7.932547,2017-12-27,stop,parked,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,35,40.774506,13967.357,-73.961311,2017-12-27 22:37:49.165,83.804619,rear_left,batch,1256,26.0,2,True,off,True,False,drive,True,11.300049,-5,True,0.0,third,7.948574,2017-12-27,slow,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,36,40.774822,13967.389,-73.961044,2017-12-27 22:37:59.169,83.804619,rear_left,batch,768,0.0,2,True,off,True,True,drive,True,33.599976,16,True,0.0,first,7.952065,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,37,40.774826,13967.389,-73.961037,2017-12-27 22:38:09.172,83.695923,rear_left,batch,778,0.0,2,True,off,True,True,drive,True,33.300049,16,True,0.0,first,7.955859,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,38,40.774853,13967.392,-73.961021,2017-12-27 22:38:19.175,83.261139,rear_left,batch,1850,7.39,2,True,off,True,False,drive,True,34.599976,98,True,19.300001,first,7.960828,2017-12-27,slow,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,39,40.775459,13967.473,-73.960571,2017-12-27 22:38:29.195,83.043747,rear_left,batch,796,15.07,2,True,off,True,True,drive,True,-24.400024,4,True,0.0,third,7.983997,2017-12-27,slow,driving,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,40,40.775562,13967.499,-73.96032,2017-12-27 22:38:39.198,83.043747,rear_left,batch,1256,21.109999,2,True,off,True,False,drive,True,57.800049,73,True,16.300001,third,7.991068,2017-12-27,slow,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,41,40.775425,13967.526,-73.959953,2017-12-27 22:38:49.210,83.043747,rear_left,batch,768,0.0,2,True,off,True,True,drive,True,0.0,16,True,0.0,first,7.996213,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,42,40.775356,13967.548,-73.959785,2017-12-27 22:38:59.215,83.043747,rear_left,batch,2004,22.559999,2,True,off,True,False,drive,True,3.0,65,True,9.7,third,8.004837,2017-12-27,slow,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,43,40.775047,13967.618,-73.959099,2017-12-27 22:39:09.217,83.043747,rear_left,batch,3636,42.950001,2,True,off,True,False,drive,True,-24.199951,162,True,39.900002,second,8.024449,2017-12-27,normal,driving,False,False,True,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,44,40.774529,13967.728,-73.957901,2017-12-27 22:39:19.219,82.935051,rear_left,batch,758,19.439999,2,True,off,True,True,drive,True,9.5,0,True,0.0,third,8.033035,2017-12-27,slow,driving,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,45,40.774502,13967.738,-73.957695,2017-12-27 22:39:29.231,82.935051,rear_left,batch,776,0.0,2,True,off,True,True,drive,True,-5.599976,16,True,0.0,first,8.036631,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,46,40.774502,13967.738,-73.957695,2017-12-27 22:39:39.234,82.935051,rear_left,batch,768,0.0,2,True,off,True,True,drive,True,-5.599976,17,True,0.0,first,8.040325,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,47,40.774502,13967.738,-73.957695,2017-12-27 22:39:49.235,82.608963,rear_left,batch,772,0.0,2,True,off,True,True,drive,True,-5.599976,17,True,0.0,first,8.04402,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,48,40.774502,13967.738,-73.957695,2017-12-27 22:39:59.237,82.174179,rear_left,batch,766,0.0,2,True,off,True,True,drive,True,-5.599976,17,True,0.0,first,8.047764,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,49,40.774433,13967.761,-73.95752,2017-12-27 22:40:09.238,81.848091,rear_left,batch,2222,24.99,2,True,off,True,False,drive,True,56.0,90,True,19.6,second,8.057882,2017-12-27,slow,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,50,40.773975,13967.878,-73.956337,2017-12-27 22:40:19.239,81.739395,rear_left,batch,1244,42.469997,2,True,off,True,True,drive,True,1.5999759999999998,-9,True,0.0,fourth,8.080799,2017-12-27,normal,driving,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,51,40.773529,13967.959,-73.955414,2017-12-27 22:40:29.242,81.739395,rear_left,batch,764,12.219999,2,True,off,True,True,drive,True,-2.900024,16,True,0.0,third,8.083403,2017-12-27,slow,driving,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,52,40.77346,13967.966,-73.955299,2017-12-27 22:40:39.246,81.739395,rear_left,batch,772,0.0,2,True,off,True,True,drive,True,-12.5,16,True,0.0,first,8.087196,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,53,40.77346,13967.966,-73.955299,2017-12-27 22:40:49.247,81.739395,rear_left,batch,774,0.0,2,True,off,True,True,drive,True,-12.900024,16,True,0.0,first,8.090866,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,54,40.773457,13967.967,-73.955276,2017-12-27 22:40:59.250,81.739395,rear_left,batch,840,1.49,2,True,off,True,False,drive,True,1.400024,57,True,16.0,first,8.094635,2017-12-27,slow,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,55,40.773125,13968.055,-73.954498,2017-12-27 22:41:09.256,81.739395,rear_left,batch,1582,43.489998,2,True,off,True,False,drive,True,-9.400024,18,True,5.8,fourth,8.119941,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,56,40.772659,13968.15,-73.953407,2017-12-27 22:41:19.259,81.739395,rear_left,batch,804,16.76,2,True,off,True,True,drive,True,0.0,0,True,0.0,third,8.123345,2017-12-27,slow,driving,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,57,40.772579,13968.162,-73.953239,2017-12-27 22:41:29.261,81.739395,rear_left,batch,822,4.29,2,True,off,True,False,drive,True,-4.599976,19,True,0.0,first,8.127292,2017-12-27,slow,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,58,40.77235,13968.227,-73.952682,2017-12-27 22:41:39.267,81.739395,rear_left,batch,2498,44.5,2,True,off,True,False,drive,True,8.599976,100,True,23.700001,third,8.154118,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,59,40.771797,13968.351,-73.951363,2017-12-27 22:41:49.268,81.739395,rear_left,batch,1076,37.239998,2,True,off,True,True,drive,True,-5.0,-9,True,0.0,fourth,8.162837,2017-12-27,normal,driving,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,60,40.771553,13968.394,-73.95076,2017-12-27 22:41:59.269,81.739395,rear_left,batch,784,0.0,2,True,off,True,True,drive,True,-7.599976,15,True,0.0,first,8.165862,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,61,40.771557,13968.394,-73.95076,2017-12-27 22:42:09.270,81.739395,rear_left,batch,768,0.0,2,True,off,True,True,drive,True,-8.599976,17,True,0.0,first,8.169581,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,62,40.771557,13968.395,-73.950752,2017-12-27 22:42:19.281,81.739395,rear_left,batch,772,0.0,2,True,off,True,True,drive,True,-8.400024,18,True,0.0,first,8.173301,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,63,40.771557,13968.395,-73.950745,2017-12-27 22:42:29.283,81.739395,rear_left,batch,766,0.0,2,True,off,True,True,drive,True,-8.099976,17,True,0.0,first,8.177045,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,64,40.771557,13968.395,-73.950745,2017-12-27 22:42:39.285,81.739395,rear_left,batch,782,0.0,2,True,off,True,True,drive,True,-8.599976,15,True,0.0,first,8.180738999999999,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,65,40.771553,13968.395,-73.950745,2017-12-27 22:42:49.287,81.739395,rear_left,batch,778,0.0,2,True,off,True,True,drive,True,-11.099976,16,True,0.0,first,8.184508,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,66,40.771545,13968.396,-73.950729,2017-12-27 22:42:59.293,81.739395,rear_left,batch,770,0.0,2,True,off,True,True,drive,True,-13.400024,17,True,0.0,first,8.188302,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,67,40.771416,13968.433,-73.950447,2017-12-27 22:43:09.301,81.739395,rear_left,batch,2120,34.119999,2,True,off,True,False,drive,True,-2.699951,116,True,26.0,third,8.20473,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,68,40.770897,13968.557,-73.949188,2017-12-27 22:43:19.307,81.739395,rear_left,batch,1800,49.489998,2,True,off,True,True,drive,True,0.599976,-27,True,0.0,fourth,8.216754,2017-12-27,normal,driving,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,69,40.770515,13968.624,-73.948311,2017-12-27 22:43:29.310,81.739395,rear_left,batch,792,0.0,2,True,off,True,True,drive,True,2.5,12,True,0.0,first,8.218862,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,70,40.770519,13968.624,-73.948311,2017-12-27 22:43:39.311,81.739395,rear_left,batch,760,0.0,2,True,off,True,True,drive,True,2.300049,17,True,0.0,first,8.222556,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,71,40.770519,13968.624,-73.948303,2017-12-27 22:43:49.313,81.739395,rear_left,batch,770,0.0,2,True,off,True,True,drive,True,1.0,18,True,0.0,first,8.226226,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,72,40.770515,13968.625,-73.948288,2017-12-27 22:43:59.314,81.739395,rear_left,batch,766,0.0,2,True,off,True,True,drive,True,-2.199951,18,True,0.0,first,8.229995,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,73,40.770512,13968.629,-73.948273,2017-12-27 22:44:09.316,81.739395,rear_left,batch,1960,9.91,2,True,off,True,False,drive,True,27.0,117,True,29.200001,first,8.234668,2017-12-27,slow,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,74,40.770134,13968.699,-73.947968,2017-12-27 22:44:19.317,81.739395,rear_left,batch,2952,45.91,2,True,off,True,False,drive,True,-0.7999269999999999,207,True,45.400002,third,8.264863,2017-12-27,normal,driving,False,False,True,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,75,40.769051,13968.85,-73.94899,2017-12-27 22:44:29.319,81.739395,rear_left,batch,2200,60.049999,2,True,off,True,False,drive,True,2.900024,173,True,37.400002,fourth,8.288641,2017-12-27,normal,driving,False,False,True,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,76,40.767609,13969.035,-73.95015,2017-12-27 22:44:39.322,81.739395,rear_left,batch,1648,65.369995,2,True,off,True,False,drive,True,-0.299927,-26,True,0.0,fifth,8.305989,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,77,40.766228,13969.212,-73.951248,2017-12-27 22:44:49.324,81.739395,rear_left,batch,1840,72.860001,2,True,off,True,False,drive,True,-0.299927,173,True,34.5,fifth,8.328841,2017-12-27,normal,driving,False,False,True,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,78,40.764622,13969.427,-73.952667,2017-12-27 22:44:59.330,81.739395,rear_left,batch,3550,86.489998,2,True,off,True,False,drive,True,-0.099976,142,True,30.300001,fourth,8.363523,2017-12-27,normal,driving,False,False,True,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,79,40.762833,13969.661,-73.954269,2017-12-27 22:45:09.332,81.739395,rear_left,batch,1488,79.689995,2,True,off,True,False,drive,True,-6.0,-2,True,3.8,sixth,8.372747,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,80,40.761307,13969.874,-73.955933,2017-12-27 22:45:19.334,81.739395,rear_left,batch,1898,75.409996,2,True,off,True,False,drive,True,-9.5,-26,True,0.0,fifth,8.385894,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,81,40.760036,13970.075,-73.95768699999999,2017-12-27 22:45:29.372,81.739395,rear_left,batch,2172,71.779999,2,True,off,True,False,drive,True,10.099976,91,True,21.0,fifth,8.406669,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,82,40.758335,13970.292,-73.958984,2017-12-27 22:45:39.377,81.739395,rear_left,batch,1392,78.759995,2,True,off,True,False,drive,True,-0.199951,-15,True,0.0,sixth,8.427041,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,83,40.756817,13970.482,-73.960274,2017-12-27 22:45:49.382,81.739395,rear_left,batch,2130,64.830002,2,True,off,True,False,drive,True,7.800049,88,True,12.3,fifth,8.4339,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,84,40.755527,13970.655,-73.961472,2017-12-27 22:45:59.389,81.739395,rear_left,batch,1610,64.479996,2,True,off,True,False,drive,True,-0.599976,-5,True,0.0,fifth,8.440724,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,85,40.754261,13970.829,-73.962784,2017-12-27 22:46:09.394,81.739395,rear_left,batch,1514,58.689999,2,False,off,True,False,drive,True,1.099976,60,True,17.800001,fifth,8.447918,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,86,40.752995,13970.997,-73.963928,2017-12-27 22:46:19.395,81.739395,rear_left,batch,1846,63.049999,2,False,off,True,False,drive,True,-0.400024,41,True,0.0,fifth,8.463347,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,87,40.751751,13971.164,-73.965118,2017-12-27 22:46:29.397,81.739395,rear_left,batch,1502,59.209999,2,False,off,True,False,drive,True,5.400024,0,True,4.5,fifth,8.473396,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,88,40.750446,13971.333,-73.966217,2017-12-27 22:46:39.400,81.739395,rear_left,batch,1684,61.66,2,False,off,True,False,drive,True,1.300049,31,True,10.6,fifth,8.486218,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,89,40.749081,13971.507,-73.967331,2017-12-27 22:46:49.408,81.739395,rear_left,batch,1508,59.77,2,True,off,True,False,drive,True,-0.599976,-28,True,0.0,fifth,8.49677,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,90,40.747673,13971.694,-73.968544,2017-12-27 22:46:59.411,81.739395,rear_left,batch,1314,70.099998,2,True,off,True,False,drive,True,0.9000239999999999,-27,True,0.0,sixth,8.528445,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,91,40.746319,13971.872,-73.969872,2017-12-27 22:47:09.414,81.739395,rear_left,batch,1310,52.02,2,False,off,True,True,drive,True,1.5999759999999998,-27,True,0.0,fifth,8.530182,2017-12-27,normal,driving,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,92,40.745655,13971.945,-73.970543,2017-12-27 22:47:19.417,81.739395,rear_left,batch,782,4.54,2,False,off,True,True,drive,True,9.800049,15,True,0.0,first,8.532612,2017-12-27,slow,driving,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,93,40.74551,13971.969,-73.970673,2017-12-27 22:47:29.421,81.739395,rear_left,batch,1186,14.87,2,False,off,True,True,drive,True,-1.400024,-5,True,0.0,second,8.541152,2017-12-27,slow,driving,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,94,40.745262,13972.021,-73.971077,2017-12-27 22:47:39.430,81.739395,rear_left,batch,2492,33.469997,2,False,off,True,False,drive,True,-5.5,7,True,0.0,third,8.557378,2017-12-27,normal,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,95,40.745518,13972.075,-73.971733,2017-12-27 22:47:49.436,81.739395,rear_left,batch,1498,11.49,2,False,off,True,False,drive,True,-103.400024,15,True,0.0,first,8.561707,2017-12-27,slow,driving,False,False,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
2,96,40.745556,13972.081,-73.97184,2017-12-27 22:47:59.445,81.739395,rear_left,batch,766,0.0,2,False,off,True,True,drive,True,-10.299927,17,True,0.0,first,8.565555,2017-12-27,stop,parked,False,True,False,2026-05-22 14:06:36.119153,2026-05-22 14:06:36.119886
